RefDes     X          Y          Rot.       Exact     (FREE)    Side
R139       2125.0000  2525.0000  000        EXACT     (FREE)    L1_TOP SIDE                   
R140       2125.0000  2425.0000  180        EXACT     (FREE)    L1_TOP SIDE                   
R141       3230.0000  2210.0000  180        EXACT     (FREE)    L8_BOTTOM_SIDE                
R142       3610.0000  3050.0000  000        EXACT     (FREE)    L8_BOTTOM_SIDE                
R143       3425.0000  2600.0000  090        EXACT     (FREE)    L8_BOTTOM_SIDE                
R144       3600.0000  3200.0000  090        EXACT     (FREE)    L8_BOTTOM_SIDE                
R145       3800.0000  3050.0000  180        EXACT     (FREE)    L8_BOTTOM_SIDE                
R146       3500.0000  3200.0000  270        EXACT     (FREE)    L8_BOTTOM_SIDE                
R147       3300.0000  3350.0000  000        EXACT     (FREE)    L8_BOTTOM_SIDE                
R148       3525.0000  2400.0000  000        EXACT     (FREE)    L1_TOP SIDE                   
R149       3525.0000  2500.0000  180        EXACT     (FREE)    L1_TOP SIDE                   
R150       2525.0000  2215.0000  180        EXACT     (FREE)    L8_BOTTOM_SIDE                
R151       2805.0000  3040.0000  000        EXACT     (FREE)    L8_BOTTOM_SIDE                
R152       2700.0000  2575.0000  090        EXACT     (FREE)    L8_BOTTOM_SIDE                
R153       2775.0000  3200.0000  090        EXACT     (FREE)    L8_BOTTOM_SIDE                
R154       2975.0000  3050.0000  180        EXACT     (FREE)    L8_BOTTOM_SIDE                
R155       2675.0000  3200.0000  270        EXACT     (FREE)    L8_BOTTOM_SIDE                
R156       2475.0000  3350.0000  000        EXACT     (FREE)    L8_BOTTOM_SIDE                
R157       2850.0000  2425.0000  000        EXACT     (FREE)    L1_TOP SIDE                   
R158       2925.0000  2530.0000  000        EXACT     (FREE)    L1_TOP SIDE                   
R159       2395.0000  1005.0000  270        EXACT     (FREE)    L8_BOTTOM_SIDE                
R160       2425.0000  1125.0000  090        EXACT     (FREE)    L8_BOTTOM_SIDE                
R161       2325.0000  1005.0000  090        EXACT     (FREE)    L8_BOTTOM_SIDE                
R162       2500.0000  1125.0000  270        EXACT     (FREE)    L8_BOTTOM_SIDE                
R163       2455.0000  1315.0000  090        EXACT     (FREE)    L8_BOTTOM_SIDE                
R164       2355.0000  1345.0000  000        EXACT     (FREE)    L8_BOTTOM_SIDE                
R165       2520.0000  1315.0000  270        EXACT     (FREE)    L8_BOTTOM_SIDE                
R166       2590.0000  1315.0000  270        EXACT     (FREE)    L8_BOTTOM_SIDE                
R167       2550.0000  1450.0000  000        EXACT     (FREE)    L8_BOTTOM_SIDE                
R168       2425.0000  1450.0000  000        EXACT     (FREE)    L8_BOTTOM_SIDE                
R169       375.0000   2300.0000  270        EXACT     (FREE)    L8_BOTTOM_SIDE                
R170       382.1608   2086.2217  270        EXACT     (FREE)    L8_BOTTOM_SIDE                
R171       380.0000   1910.0000  090        EXACT     (FREE)    L8_BOTTOM_SIDE                
R172       450.0000   1725.0000  270        EXACT     (FREE)    L1_TOP SIDE                   
R173       410.0000   1520.0000  270        EXACT     (FREE)    L8_BOTTOM_SIDE                
R174       475.0000   1300.0000  270        EXACT     (FREE)    L8_BOTTOM_SIDE                
R175       475.0000   1125.0000  270        EXACT     (FREE)    L8_BOTTOM_SIDE                
R176       475.0000   955.0000   270        EXACT     (FREE)    L8_BOTTOM_SIDE                
R177       525.0000   750.0000   270        EXACT     (FREE)    L8_BOTTOM_SIDE                
R178       150.0000   4435.0000  090        EXACT     (FREE)    L8_BOTTOM_SIDE                
R179       150.0000   4875.0000  270        EXACT     (FREE)    L8_BOTTOM_SIDE                
R180       532.1608   561.2217   270        EXACT     (FREE)    L8_BOTTOM_SIDE                
R181       150.0000   4700.0000  270        EXACT     (FREE)    L8_BOTTOM_SIDE                
R182       150.0000   4085.0000  090        EXACT     (FREE)    L8_BOTTOM_SIDE                
R183       155.0000   5070.0000  270        EXACT     (FREE)    L8_BOTTOM_SIDE                
R184       150.0000   4250.0000  090        EXACT     (FREE)    L8_BOTTOM_SIDE                
R185       3050.0000  4725.0000  180        EXACT     (FREE)    L8_BOTTOM_SIDE                
R186       3485.0000  4915.0000  090        EXACT     (FREE)    L8_BOTTOM_SIDE                
R187       4300.0000  5200.0000  270        EXACT     (FREE)    L8_BOTTOM_SIDE                
R188       4225.0000  5050.0000  000        EXACT     (FREE)    L8_BOTTOM_SIDE                
R189       2995.0000  4940.0000  180        EXACT     (FREE)    L8_BOTTOM_SIDE                
R190       3130.0000  4975.0000  090        EXACT     (FREE)    L8_BOTTOM_SIDE                
R191       3000.0000  4950.0000  180        EXACT     (FREE)    L1_TOP SIDE                   
R192       2945.0000  5465.0000  270        EXACT     (FREE)    L8_BOTTOM_SIDE                
R193       2900.0000  5250.0000  090        EXACT     (FREE)    L8_BOTTOM_SIDE                
R194       3050.0000  5225.0000  180        EXACT     (FREE)    L8_BOTTOM_SIDE                
R195       3100.0000  5550.0000  000        EXACT     (FREE)    L1_TOP SIDE                   
R196       2925.0000  5550.0000  000        EXACT     (FREE)    L1_TOP SIDE                   
R197       3100.0000  5465.0000  270        EXACT     (FREE)    L8_BOTTOM_SIDE                
R198       1075.0000  3000.0000  000        EXACT     (FREE)    L8_BOTTOM_SIDE                
R199       2475.0000  3000.0000  000        EXACT     (FREE)    L8_BOTTOM_SIDE                
R200       3225.0000  3000.0000  000        EXACT     (FREE)    L8_BOTTOM_SIDE                
R201       480.0000   4848.0000  090        EXACT     (FREE)    L8_BOTTOM_SIDE                
R202       408.0000   4848.0000  090        EXACT     (FREE)    L8_BOTTOM_SIDE                
R203       255.0000   4050.0000  180        EXACT     (FREE)    L8_BOTTOM_SIDE                
R204       1050.0000  480.0000   270        EXACT     (FREE)    L8_BOTTOM_SIDE                
R205       900.0000   800.0000   090        EXACT     (FREE)    L8_BOTTOM_SIDE                
R206       800.0000   2575.0000  270        EXACT     (FREE)    L8_BOTTOM_SIDE                
R207       1955.0000  2435.0000  180        EXACT     (FREE)    L8_BOTTOM_SIDE                
R208       2650.0000  2440.0000  180        EXACT     (FREE)    L8_BOTTOM_SIDE                
R209       3355.0000  2440.0000  180        EXACT     (FREE)    L8_BOTTOM_SIDE                
R210       400.0000   5735.0000  270        EXACT     (FREE)    L1_TOP SIDE                   
R211       1280.0000  4300.0000  180        EXACT     (FREE)    L8_BOTTOM_SIDE                
R212       950.0000   3955.0000  270        EXACT     (FREE)    L8_BOTTOM_SIDE                
R213       950.0000   3825.0000  090        EXACT     (FREE)    L8_BOTTOM_SIDE                
R214       700.0000   3825.0000  090        EXACT     (FREE)    L8_BOTTOM_SIDE                
R215       625.0000   3825.0000  090        EXACT     (FREE)    L8_BOTTOM_SIDE                
R216       875.0000   3550.0000  270        EXACT     (FREE)    L1_TOP SIDE                   
R217       950.0000   3550.0000  270        EXACT     (FREE)    L1_TOP SIDE                   
R218       2850.0000  3625.0000  000        EXACT     (FREE)    L8_BOTTOM_SIDE                
R219       3025.0000  3625.0000  000        EXACT     (FREE)    L8_BOTTOM_SIDE                
R220       2665.0000  4060.0000  000        EXACT     (FREE)    L8_BOTTOM_SIDE                
R221       875.0000   3710.0000  270        EXACT     (FREE)    L1_TOP SIDE                   
R222       945.0000   3710.0000  270        EXACT     (FREE)    L1_TOP SIDE                   
R223       2700.0000  3725.0000  180        EXACT     (FREE)    L8_BOTTOM_SIDE                
R224       2700.0000  3825.0000  000        EXACT     (FREE)    L8_BOTTOM_SIDE                
R225       2150.0000  3800.0000  090        EXACT     (FREE)    L8_BOTTOM_SIDE                
R226       380.0000   4050.0000  000        EXACT     (FREE)    L8_BOTTOM_SIDE                
R227       640.0000   3975.0000  090        EXACT     (FREE)    L8_BOTTOM_SIDE                
R228       715.0000   3975.0000  090        EXACT     (FREE)    L8_BOTTOM_SIDE                
R229       1325.0000  4200.0000  180        EXACT     (FREE)    L8_BOTTOM_SIDE                
R230       2215.0000  3590.0000  000        EXACT     (FREE)    L8_BOTTOM_SIDE                
R231       875.0000   5550.0000  090        EXACT     (FREE)    L1_TOP SIDE                   
R232       950.0000   5550.0000  090        EXACT     (FREE)    L1_TOP SIDE                   
R233       1200.0000  5550.0000  090        EXACT     (FREE)    L1_TOP SIDE                   
R234       1275.0000  5550.0000  090        EXACT     (FREE)    L1_TOP SIDE                   
R235       1600.0000  5549.0000  270        EXACT     (FREE)    L1_TOP SIDE                   
R236       1525.0000  5550.0000  090        EXACT     (FREE)    L1_TOP SIDE                   
R237       505.0000   3500.0000  090        EXACT     (FREE)    L1_TOP SIDE                   
R238       565.0000   4315.0000  000        EXACT     (FREE)    L1_TOP SIDE                   
R239       560.0000   4385.0000  000        EXACT     (FREE)    L1_TOP SIDE                   
R240       1815.0000  4300.0000  180        EXACT     (FREE)    L8_BOTTOM_SIDE                
R241       1900.0000  4200.0000  180        EXACT     (FREE)    L8_BOTTOM_SIDE                
R242       2365.0000  4295.0000  180        EXACT     (FREE)    L8_BOTTOM_SIDE                
R243       2465.0000  4200.0000  000        EXACT     (FREE)    L8_BOTTOM_SIDE                
R244       305.0000   5115.0000  090        EXACT     (FREE)    L8_BOTTOM_SIDE                
R245       1090.0000  4520.0000  180        EXACT     (FREE)    L1_TOP SIDE                   
R246       1630.0000  4530.0000  000        EXACT     (FREE)    L1_TOP SIDE                   
R247       2170.0000  4510.0000  180        EXACT     (FREE)    L1_TOP SIDE                   
R248       2750.0000  4540.0000  000        EXACT     (FREE)    L1_TOP SIDE                   
R249       670.0000   570.0000   270        EXACT     (FREE)    L8_BOTTOM_SIDE                
R250       3040.0000  3300.0000  270        EXACT     (FREE)    L1_TOP SIDE                   
R251       3040.0000  3180.0000  270        EXACT     (FREE)    L1_TOP SIDE                   
R252       2370.0000  3210.0000  090        EXACT     (FREE)    L1_TOP SIDE                   
R253       2370.0000  3340.0000  090        EXACT     (FREE)    L1_TOP SIDE                   
R254       3900.0000  3240.0000  270        EXACT     (FREE)    L1_TOP SIDE                   
R255       3900.0000  3110.0000  270        EXACT     (FREE)    L1_TOP SIDE                   
R256       3190.0000  3170.0000  090        EXACT     (FREE)    L1_TOP SIDE                   
R257       3190.0000  3300.0000  090        EXACT     (FREE)    L1_TOP SIDE                   
R258       2220.0000  3210.0000  090        EXACT     (FREE)    L1_TOP SIDE                   
R259       2220.0000  3340.0000  090        EXACT     (FREE)    L1_TOP SIDE                   
R260       1550.0000  3220.0000  090        EXACT     (FREE)    L1_TOP SIDE                   
R261       1550.0000  3350.0000  090        EXACT     (FREE)    L1_TOP SIDE                   
R262       1420.0000  3220.0000  090        EXACT     (FREE)    L1_TOP SIDE                   
R263       1420.0000  3350.0000  090        EXACT     (FREE)    L1_TOP SIDE                   
R264       720.0000   3130.0000  090        EXACT     (FREE)    L1_TOP SIDE                   
R265       720.0000   3260.0000  090        EXACT     (FREE)    L1_TOP SIDE                   
R266       120.0000   5700.0000  090        EXACT     (FREE)    L8_BOTTOM_SIDE                
R267       3980.0000  2735.0000  000        EXACT     (FREE)    L1_TOP SIDE                   
R284       1075.0000  4800.0000  180        EXACT     (FREE)    L1_TOP SIDE                   
R285       925.0000   1200.0000  090        EXACT     (FREE)    L1_TOP SIDE                   
R316       925.0000   4575.0000  270        EXACT     (FREE)    L8_BOTTOM_SIDE                
R317       1075.0000  4700.0000  000        EXACT     (FREE)    L1_TOP SIDE                   
R318       800.0000   1050.0000  270        EXACT     (FREE)    L1_TOP SIDE                   
R319       925.0000   1025.0000  090        EXACT     (FREE)    L1_TOP SIDE                   
R320       1225.0000  275.0000   000        EXACT     (FREE)    L8_BOTTOM_SIDE                
R322       1075.0000  4525.0000  180        EXACT     (FREE)    L8_BOTTOM_SIDE                
R323       1040.0000  4235.0000  270        EXACT     (FREE)    L8_BOTTOM_SIDE                
R324       940.0000   4235.0000  090        EXACT     (FREE)    L8_BOTTOM_SIDE                
R325       940.0000   4405.0000  270        EXACT     (FREE)    L8_BOTTOM_SIDE                
R326       700.0000   4735.0000  270        EXACT     (FREE)    L1_TOP SIDE                   
R327       630.0000   4735.0000  090        EXACT     (FREE)    L1_TOP SIDE                   
R329       640.0000   4495.0000  270        EXACT     (FREE)    L1_TOP SIDE                   
R330       1570.0000  4235.0000  270        EXACT     (FREE)    L8_BOTTOM_SIDE                
R332       1480.0000  4235.0000  090        EXACT     (FREE)    L8_BOTTOM_SIDE                
R333       1650.0000  4800.0000  180        EXACT     (FREE)    L1_TOP SIDE                   
R334       1200.0000  4675.0000  090        EXACT     (FREE)    L8_BOTTOM_SIDE                
R335       1510.0000  4580.0000  270        EXACT     (FREE)    L8_BOTTOM_SIDE                
R336       1510.0000  4410.0000  270        EXACT     (FREE)    L8_BOTTOM_SIDE                
R337       1650.0000  4525.0000  180        EXACT     (FREE)    L8_BOTTOM_SIDE                
R338       1650.0000  4700.0000  000        EXACT     (FREE)    L1_TOP SIDE                   
R339       1275.0000  4725.0000  090        EXACT     (FREE)    L1_TOP SIDE                   
R362       815.0000   570.0000   090        EXACT     (FREE)    L8_BOTTOM_SIDE                
R366       975.0000   480.0000   090        EXACT     (FREE)    L8_BOTTOM_SIDE                
R368       975.0000   775.0000   090        EXACT     (FREE)    L1_TOP SIDE                   
R369       745.0000   570.0000   270        EXACT     (FREE)    L8_BOTTOM_SIDE                
R370       905.0000   480.0000   270        EXACT     (FREE)    L8_BOTTOM_SIDE                
SW1        1175.0000  175.0000   090        EXACT     (FREE)    L1_TOP SIDE                   
SW2        533.4646   358.2677   270        EXACT     (FREE)    L1_TOP SIDE                   
TP1        1245.4900  1471.7100  000        EXACT     (FREE)    L1_TOP SIDE                   
TP2_CONN   1575.0000  525.0000   000        EXACT     (FREE)    L1_TOP SIDE                   
TP3        1420.0000  710.0000   000        EXACT     (FREE)    L1_TOP SIDE                   
TP3_CONN   1500.0000  525.0000   000        EXACT     (FREE)    L1_TOP SIDE                   
TP4        1425.0000  625.0000   000        EXACT     (FREE)    L1_TOP SIDE                   
TP4_CONN   1425.0000  525.0000   000        EXACT     (FREE)    L1_TOP SIDE                   
TP_+6V5    2875.0000  3625.0000  000        EXACT     (FREE)    L1_TOP SIDE                   
TP_PWRGD   2475.0000  5845.0000  000        EXACT     (FREE)    L1_TOP SIDE                   
U1         1791.3386  1200.7874  180        EXACT     (FREE)    L1_TOP SIDE                   
U2         2500.0000  1175.0000  270        EXACT     (FREE)    L1_TOP SIDE                   
U3         3525.0000  1400.0000  000        EXACT     (FREE)    L1_TOP SIDE                   
U4         3525.0000  1400.0000  000        EXACT     (FREE)    L8_BOTTOM_SIDE                
U5         3925.0000  805.0000   180        EXACT     (FREE)    L1_TOP SIDE                   
U6         3075.0000  1275.0000  180        EXACT     (FREE)    L1_TOP SIDE                   
U7         3915.0000  1360.0000  180        EXACT     (FREE)    L1_TOP SIDE                   
U8         3950.0000  1435.0000  000        EXACT     (FREE)    L8_BOTTOM_SIDE                
U9         1350.0000  4425.0000  270        EXACT     (FREE)    L1_TOP SIDE                   
U10        3025.0000  5325.0000  270        EXACT     (FREE)    L1_TOP SIDE                   
U11        2475.0000  1500.0000  180        EXACT     (FREE)    L1_TOP SIDE                   
U12        4100.0000  225.0000   180        EXACT     (FREE)    L1_TOP SIDE                   
U13        725.0000   4400.0000  000        EXACT     (FREE)    L8_BOTTOM_SIDE                
U14        4100.0000  300.0000   000        EXACT     (FREE)    L8_BOTTOM_SIDE                
U15        4100.0000  500.0000   180        EXACT     (FREE)    L1_TOP SIDE                   
U16        3950.0000  1155.0000  000        EXACT     (FREE)    L8_BOTTOM_SIDE                
U17        3910.0000  1640.0000  180        EXACT     (FREE)    L1_TOP SIDE                   
U18        2975.0000  1475.0000  000        EXACT     (FREE)    L8_BOTTOM_SIDE                
U19        3100.0000  1025.0000  000        EXACT     (FREE)    L1_TOP SIDE                   
U20        3525.0000  1075.0000  000        EXACT     (FREE)    L1_TOP SIDE                   
U21        3100.0000  1050.0000  180        EXACT     (FREE)    L8_BOTTOM_SIDE                
U22        1500.0000  5000.0000  270        EXACT     (FREE)    L1_TOP SIDE                   
U23        1272.0000  4100.0000  090        EXACT     (FREE)    L1_TOP SIDE                   
U24        850.0000   4425.0000  270        EXACT     (FREE)    L1_TOP SIDE                   
U25        1325.0000  4400.0000  000        EXACT     (FREE)    L8_BOTTOM_SIDE                
U26        775.0000   4100.0000  090        EXACT     (FREE)    L1_TOP SIDE                   
U27        1000.0000  5000.0000  270        EXACT     (FREE)    L1_TOP SIDE                   
U28        2475.0000  4425.0000  270        EXACT     (FREE)    L1_TOP SIDE                   
U29        1900.0000  4400.0000  000        EXACT     (FREE)    L8_BOTTOM_SIDE                
U30        2475.0000  5000.0000  270        EXACT     (FREE)    L1_TOP SIDE                   
U31        2425.0000  4100.0000  090        EXACT     (FREE)    L1_TOP SIDE                   
U32        1925.0000  4425.0000  270        EXACT     (FREE)    L1_TOP SIDE                   
U33        4850.0000  4300.0000  270        EXACT     (FREE)    L1_TOP SIDE                   
U34        1800.0000  4100.0000  090        EXACT     (FREE)    L1_TOP SIDE                   
U35        2050.0000  5000.0000  270        EXACT     (FREE)    L1_TOP SIDE                   
U36        750.0000   725.0000   090        EXACT     (FREE)    L1_TOP SIDE                   
U37        1300.0000  650.0000   270        EXACT     (FREE)    L1_TOP SIDE                   
U38        675.0000   5025.0000  090        EXACT     (FREE)    L8_BOTTOM_SIDE                
U39        700.0000   1200.0000  180        EXACT     (FREE)    L8_BOTTOM_SIDE                
U40        1725.0000  300.0000   180        EXACT     (FREE)    L8_BOTTOM_SIDE                
U41        2700.0000  675.0000   180        EXACT     (FREE)    L1_TOP SIDE                   
U42        2325.0000  650.0000   090        EXACT     (FREE)    L1_TOP SIDE                   
U43        1250.0000  5025.0000  090        EXACT     (FREE)    L8_BOTTOM_SIDE                
U44        1000.0000  2300.0000  090        EXACT     (FREE)    L8_BOTTOM_SIDE                
U45        1325.0000  3200.0000  180        EXACT     (FREE)    L8_BOTTOM_SIDE                
U46        1275.0000  1900.0000  270        EXACT     (FREE)    L1_TOP SIDE                   
U47        975.0000   1900.0000  090        EXACT     (FREE)    L8_BOTTOM_SIDE                
U48        1500.0000  1900.0000  090        EXACT     (FREE)    L1_TOP SIDE                   
U49        1500.0000  2325.0000  270        EXACT     (FREE)    L8_BOTTOM_SIDE                
U50        825.0000   3200.0000  000        EXACT     (FREE)    L8_BOTTOM_SIDE                
U51        1500.0000  2775.0000  270        EXACT     (FREE)    L8_BOTTOM_SIDE                
U52        3267.6208  4773.1117  000        EXACT     (FREE)    L1_TOP SIDE                   
U53        675.0000   2875.0000  090        EXACT     (FREE)    L8_BOTTOM_SIDE                
U54        1825.0000  2325.0000  090        EXACT     (FREE)    L1_TOP SIDE                   
U55        1825.0000  1900.0000  270        EXACT     (FREE)    L8_BOTTOM_SIDE                
U56        1725.0000  1900.0000  090        EXACT     (FREE)    L1_TOP SIDE                   
U57        2150.0000  3200.0000  180        EXACT     (FREE)    L8_BOTTOM_SIDE                
U58        1650.0000  3200.0000  000        EXACT     (FREE)    L8_BOTTOM_SIDE                
U59        2125.0000  1900.0000  090        EXACT     (FREE)    L8_BOTTOM_SIDE                
U60        2175.0000  2300.0000  270        EXACT     (FREE)    L8_BOTTOM_SIDE                
U61        2225.0000  2775.0000  270        EXACT     (FREE)    L8_BOTTOM_SIDE                
U62        1150.0000  2850.0000  180        EXACT     (FREE)    L8_BOTTOM_SIDE                
U63        1825.0000  3225.0000  000        EXACT     (FREE)    L1_TOP SIDE                   
U64        3225.0000  2325.0000  090        EXACT     (FREE)    L1_TOP SIDE                   
U65        3025.0000  1900.0000  270        EXACT     (FREE)    L8_BOTTOM_SIDE                
U66        3075.0000  1900.0000  090        EXACT     (FREE)    L1_TOP SIDE                   
U67        3800.0000  3200.0000  180        EXACT     (FREE)    L8_BOTTOM_SIDE                
U68        3300.0000  3200.0000  000        EXACT     (FREE)    L8_BOTTOM_SIDE                
U69        3550.0000  1900.0000  090        EXACT     (FREE)    L8_BOTTOM_SIDE                
U70        3550.0000  2300.0000  270        EXACT     (FREE)    L8_BOTTOM_SIDE                
U71        3625.0000  2750.0000  270        EXACT     (FREE)    L8_BOTTOM_SIDE                
U72        1275.0000  3800.0000  000        EXACT     (FREE)    L8_BOTTOM_SIDE                
U73        3450.0000  3250.0000  000        EXACT     (FREE)    L1_TOP SIDE                   
U74        2525.0000  2325.0000  090        EXACT     (FREE)    L1_TOP SIDE                   
U75        2450.0000  1900.0000  270        EXACT     (FREE)    L8_BOTTOM_SIDE                
U76        2400.0000  1900.0000  090        EXACT     (FREE)    L1_TOP SIDE                   
U77        2975.0000  3200.0000  180        EXACT     (FREE)    L8_BOTTOM_SIDE                
U78        2475.0000  3200.0000  000        EXACT     (FREE)    L8_BOTTOM_SIDE                
U79        2750.0000  1900.0000  090        EXACT     (FREE)    L8_BOTTOM_SIDE                
U80        2875.0000  2325.0000  270        EXACT     (FREE)    L8_BOTTOM_SIDE                
U81        2850.0000  2775.0000  270        EXACT     (FREE)    L8_BOTTOM_SIDE                
U82        378.7011   3246.2989  270        EXACT     (FREE)    L1_TOP SIDE                   
U83        2650.0000  3250.0000  000        EXACT     (FREE)    L1_TOP SIDE                   
U84        4150.0000  3850.0000  090        EXACT     (FREE)    L1_TOP SIDE                   
U85        4150.0000  3425.0000  090        EXACT     (FREE)    L1_TOP SIDE                   
U86        4150.0000  2205.0000  090        EXACT     (FREE)    L1_TOP SIDE                   
U87        580.0000   4955.0000  090        EXACT     (FREE)    L1_TOP SIDE                   
U88        2950.0000  3850.0000  180        EXACT     (FREE)    L8_BOTTOM_SIDE                
U89        1800.0000  3875.0000  000        EXACT     (FREE)    L8_BOTTOM_SIDE                
U90        1775.0000  5030.0000  090        EXACT     (FREE)    L8_BOTTOM_SIDE                
U91        4100.0000  575.0000   000        EXACT     (FREE)    L8_BOTTOM_SIDE                
U92        3950.0000  875.0000   000        EXACT     (FREE)    L8_BOTTOM_SIDE                
U93        3920.0000  1085.0000  180        EXACT     (FREE)    L1_TOP SIDE                   
U94        3955.0000  1715.0000  000        EXACT     (FREE)    L8_BOTTOM_SIDE                
U95        2300.0000  5025.0000  090        EXACT     (FREE)    L8_BOTTOM_SIDE                
U96        2425.0000  4400.0000  000        EXACT     (FREE)    L8_BOTTOM_SIDE                
U97        3308.7011  5688.7011  090        EXACT     (FREE)    L8_BOTTOM_SIDE                
U98        503.7011   3246.2989  270        EXACT     (FREE)    L1_TOP SIDE                   
U99        3050.0000  4825.0000  180        EXACT     (FREE)    L8_BOTTOM_SIDE                
U100       3050.0000  4625.0000  180        EXACT     (FREE)    L8_BOTTOM_SIDE                
U101       4200.0000  5195.0000  270        EXACT     (FREE)    L8_BOTTOM_SIDE                
U102       600.0000   1950.0000  000        EXACT     (FREE)    L8_BOTTOM_SIDE                
U103       4140.0000  2740.0000  000        EXACT     (FREE)    L1_TOP SIDE                   
U104       1275.0000  1900.0000  090        EXACT     (FREE)    L8_BOTTOM_SIDE                
U105       1950.0000  1900.0000  090        EXACT     (FREE)    L1_TOP SIDE                   
U106       1700.0000  2830.0000  270        EXACT     (FREE)    L8_BOTTOM_SIDE                
U107       2475.0000  2850.0000  270        EXACT     (FREE)    L8_BOTTOM_SIDE                
U108       3225.0000  2850.0000  270        EXACT     (FREE)    L8_BOTTOM_SIDE                
U109       2625.0000  1900.0000  090        EXACT     (FREE)    L1_TOP SIDE                   
U110       3300.0000  1900.0000  090        EXACT     (FREE)    L1_TOP SIDE                   
U111       1500.0000  1900.0000  090        EXACT     (FREE)    L8_BOTTOM_SIDE                
U112       2175.0000  1900.0000  090        EXACT     (FREE)    L1_TOP SIDE                   
U113       2850.0000  1900.0000  090        EXACT     (FREE)    L1_TOP SIDE                   
U114       3275.0000  1900.0000  090        EXACT     (FREE)    L8_BOTTOM_SIDE                
U115       775.0000   5300.0000  180        EXACT     (FREE)    L8_BOTTOM_SIDE                
U116       1300.0000  5300.0000  180        EXACT     (FREE)    L8_BOTTOM_SIDE                
U117       1775.0000  5300.0000  180        EXACT     (FREE)    L8_BOTTOM_SIDE                
U118       2300.0000  5300.0000  180        EXACT     (FREE)    L8_BOTTOM_SIDE                
U119       1290.0000  5795.0000  090        EXACT     (FREE)    L8_BOTTOM_SIDE                
U121       4140.0000  2880.0000  000        EXACT     (FREE)    L1_TOP SIDE                   
Y1         1325.0000  1000.0000  090        EXACT     (FREE)    L1_TOP SIDE                   
Y2         2275.0000  5275.0000  000        EXACT     (FREE)    L1_TOP SIDE                   
Y3         1775.0000  5275.0000  000        EXACT     (FREE)    L1_TOP SIDE                   
Y4         1950.0000  4750.0000  000        EXACT     (FREE)    L1_TOP SIDE                   
Y5         2550.0000  4750.0000  000        EXACT     (FREE)    L1_TOP SIDE                   
Y6         1390.0000  4745.0000  000        EXACT     (FREE)    L1_TOP SIDE                   
Y7         800.0000   400.0000   270        EXACT     (FREE)    L1_TOP SIDE                   
Y8         775.0000   5275.0000  000        EXACT     (FREE)    L1_TOP SIDE                   
Y9         850.0000   4750.0000  000        EXACT     (FREE)    L1_TOP SIDE                   
Y10        1275.0000  5275.0000  000        EXACT     (FREE)    L1_TOP SIDE                   
Y11        700.0000   1575.0000  000        EXACT     (FREE)    L8_BOTTOM_SIDE                
